attribute_set,attribute_group,frontend_label_0,attribute_code,frontend_label_1,description,frontend_input,options,note,is_global,is_filterable,is_required,default_value_text,is_unique,frontend_class,is_used_in_grid,is_searchable,search_weight,is_visible_in_advanced_search,is_filterable_in_grid,is_filterable_in_search,position,is_used_for_promo_rules,is_html_allowed_on_front,is_visible_on_front,used_in_product_listing,used_for_sort_by
Bags & Cases,Product Details,Accessory Type,accessory_type_bags,,,Multiple Select,"Add-Ons, Attachment Pouches, Backpack Straps, Clips, Design Covers, Rain Covers, Security Covers, Tag Holders, Utility Hooks, Water Bottle Bags, Misc. Accessories",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Printers & Scanners,Product Details,Printer Type,printer_type,,,Dropdown,"Injet, Laser",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Printers & Scanners,Product Details,Printer Connectivity,connectivity_printer,,,Dropdown,"Ethernet, Wi-Fi, RJ-11, Mobile Device Capable, AirPrint, Google Cloud Print, Memory Card Slot, PictBridge, NFC, Bluetooth",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Printers & Scanners,Product Details,Paper Sizes,paper_sizes,,,Dropdown,"3"" x 5"", 4"" x 6"", 5"" x 7"", 5"" x 8"", A5, B5, 8"" x 10"", A4, A3, Envelope, CD/DVD/Blu-ray Disc",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Printers & Scanners,Product Details,Ink Cartridge Configuration,ink_cartridge_configuration,,,Dropdown,"12 cartridges, 10 cartridges, 9 cartridges, 8 cartridges, 6 cartridges, 5 cartridges, 4 cartridges, 2 cartridges",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Printers & Scanners,Product Details,Dots Per Inch (DPI),dots_per_inchdpi,,,Dropdown,"1200 x 600 dpi, 1200 x 1200 dpi, 1440 x 720 dpi, 2400 x 1200 dpi, 4800 x 600 dpi, 4800 x 1200 dpi, 4800 x 2400 dpi, 5760 x 1440 dpi, 6000 x 1200 dpi, 9600 x 2400 dpi",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Printers & Scanners,Product Details,Scanner Type,scanner_type,,,Dropdown,"ADF, Flatbed, Printer Only",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Printers & Scanners,Product Details,Scanner Max DPI Resolution,scanner_max_dpi_resolution,,,Dropdown,"600 x 600, 600 x 1200, 1200 x 1200, 1200 x 2400, 2400 x 2400, 2400 x 4800, 4800 X 4800, 9600 x 9600, Printer Only",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,70,No,Yes,No,No,No
Printers & Scanners,Product Details,Scanner Colour Depth,scanner_colour_depth,,,Dropdown,"16 Bit, 24 Bit, 48 Bit, Printer Only",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,80,No,Yes,No,No,No
Printers & Scanners,Product Details,Page Per Minute (PPM)-Colour,page_per_minute_ppm_colour,,,Dropdown,"4 ppm, 5 ppm, 6 ppm, 7 ppm, 8 ppm, 9 ppm, 10 ppm, 11 ppm, 12 ppm, 13 ppm, 15 ppm, 17 ppm, 18 ppm, 20 ppm, 22 ppm, 23 ppm, 24 ppm, 26 ppm, 27 ppm, 40 ppm, 45 ppm, 50 ppm, 55 ppm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,90,No,Yes,No,No,No
Printers & Scanners,Paper,Sheet Size,sheet_size,,,Dropdown,"3"" x 5"", 4"" x 6"", 5"" x 7"", 5"" x 8"", A5, B5, 8"" x 10"", A4, A3, Envelope, CD/DVD/Blu-ray Disc",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Printers & Scanners,Paper,Surface Finish,surface_finish,,,Dropdown,"Glossy, High Gloss, Luster, Matte, Matte-Smooth, Matte-Textured, Matte-Velvet, Metallic, Metallic-Glossy, Metallic-Pearl, Metallic-Satin/Silky, Pearl, Satin/Silky, Semi-Gloss, Semi-Matte, Smooth, Textured",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Printers & Scanners,Paper,Usage,usage_printers,,,Dropdown,"Fine Art, Photographic, Canvas, Proofing/Poster Board, Speciality, Film, Office",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Printers & Scanners,Paper,Sheet Amount,sheet_amount,,,Dropdown,"5, 10, 20, 25, 50, 60, 75, 100, 120, 125, 150, 200",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Printers & Scanners,Paper,Weight,weight,,,Dropdown,"500gsm, 350gsm, 340gsm, 330gsm, 325gsm, 320gsm, 315gsm, 310gsm, 305gsm, 300gsm, 295gsm, 290gsm, 285gsm, 280gsm, 271gsm, 270gsm, 265gsm, 260gsm, 255gsm, 252gsm, 250gsm, 240gsm, 235gsm, 230gsm, 220gsm, 215gsm, 210gsm, 205gsm, 200gsm, 190gsm, 185gsm, 180gsm, 165gsm, 110gsm, 70gsm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Printers & Scanners,Paper,Thickness,thickness,,,Dropdown,"26 Mil, 24 Mil, 23 Mil, 22 Mil, 21 Mil, 20 Mil, 19.6 Mil, 19 Mil, 17 Mil, 16 Mil, 15 Mil, 14 Mil, 13 Mil, 12 Mil, 11.8 Mil, 11 Mil, 10.6 Mil, 10.5 Mil, 10.4 Mil, 10 Mil, 9.5 Mil, 9 Mil, 8 Mil, 7 Mil, 4 Mil, 0.7 Mil",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Media Type,media_type_audio,,,Dropdown,"Memory Card, Internal Memory, Cassette",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Time Code,time_code,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Built-In Microphone,built-in_microphone,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Microphone Input,microphone_input,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Battery Type,battery_type,,,Dropdown,"AA, AAA, Li-Ion Rechargeable",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Built-In Speakers,built-in_speakers,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Audio & Visual,Audio Recorders,Audio Interface Functionality,audio_interface_functionality,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,70,No,Yes,No,No,No
Audio & Visual,Microphones,Microphone Type,microphone_type,,,Multiple Select,"Dynamic, Condenser, USB",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Audio & Visual,Microphones,Connection Type,connection_type,,,Dropdown,"AES/EBU, XLR, 1/8"" Mini, Shoe Mount, 3.5mm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Audio & Visual,Microphones,Power Source,power_source,,,Dropdown,"Phantom, Battery, Phantom & Battery, Plug-In Power, USB",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Audio & Visual,Headphones,Design Type,design_type,,,Dropdown,"Over-Ear, On-Ear, Neckband, In-Ear",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Audio & Visual,Headphones,Bluetooth,bluetooth,,,Dropdown,"Yes, No",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Audio & Visual,Projectors,Projector Type,projector_type,,,Dropdown,"Multimedia, Home Theater",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Audio & Visual,Projectors,Display Type,display_type,,,Dropdown,"DLP (1-chip), DLP (2-chip), DLP (3-chip), LCD (1-chip), LCD (3-chip), LCoS, SXRD, LED",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Audio & Visual,Projectors,Brightness (Lumens),brightness_lumens,,,Dropdown,"30.000, 20.000, 12.000, 10.000, 8.500, 8.000, 6.000, 7.500, 7.000, 6.500, 5.500, 5.000, 5.200, 4.500, 4.200, 4.000, 3.500, 3.300, 3.000, 2.500, 2.200, 2.000, 1.900, 1.000, 800, 100",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Audio & Visual,Projectors,Light Source,light_source,,,Dropdown,"Standard, Laser, Laser/LED Hybrid, Laser phosphor, LED, Xenon",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Audio & Visual,Projectors,Native Resolution,native_resolution,,,Multiple Select,"4K, 2K, 2560 x 1600, 2560 x 1080, 1920 x 1200, 1920 x 1080, 1920 x 720, 1600 x 1200, 1400 x 1050, 1366 x 768, 1280 x 1024, 1280 x 960, 1280 x 800, 1280 x 720, 1024 x 768, 960 x 240, 800 x 600, 800 x 480, 640 x 480",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Audio & Visual,Projectors,Contrast Ratio,contrast_ratio,,,Dropdown,"1000:1, 1800:1, 2000:1, 2500:1, 3000:1, 4000:1, 5300:1, 7500:1, 10.000:1, 13.000:1, 15.000:1, 16.000:1, 20.000:1, 22.000:1, 100.000:1, 200.000:1 & Up",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Audio & Visual,Projection Screens,Surface,surface,,,Dropdown,"Cinema Vision HC, ClearSound Grey Weave, ClearSound NanoPerf, ClearSound White Weave, Contrast Grey, Contrast White, Da-Mat, Da-Mat HC, Da-Tex, Dual Vision, Grey, HD Progressive 0.9, HD Progressive 1.1, HD Progressive 1.3, Hi Def Gray, High Contrast Gray, Matte White, Matte White HC, MaxWhite, Pearl White, Pearlescent, Pure White, Rear Cineflex, Rear Projection, SoundScreen, Tiburon, Ultra Wide, Video Spectra 1.5",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Audio & Visual,Projection Screens,Aspect Ratio,aspect_ratio,,,Dropdown,"1:1, 5:4, 4:3, 16:10, 16:9, 1.85:1, 2.35:1",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Audio & Visual,Projection Screens,Image Diagonal,image_diagonal,,,Dropdown,"65"", 71"", 72"", 76"", 82"", 84"", 85"" , 92"", 94"", 99"", 100"", 110"", 119"", 120"", 133"", 136"", 150""",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Audio & Visual,Cables,Power Connectivity,power_connectivity_audio,,,Dropdown,"Power Tap, 4-pin XLR, Cigarette Plug, AC Power Plug, USB Connector, Proprietary Cable, AA Batteries, AAA Batteries, CR2032 Batteries, Proprietary Battery Pack",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Audio & Visual,Cables,Cable/Adapter Type,cable/adapter_type,,,Dropdown,"Cables, Adapters, Extension Cables, Power Base Modules",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Audio & Visual,Cables,Fixture Connectivity,fixture_connectivity,,,Multiple Select,"4-Pin XLR, 3-Pin Plug (Proprietary), 2-Pin Plug (Proprietary), Barrel Connector (Male), Power Base Module",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Audio & Visual,Cables,Length,length,,,Dropdown,"Less Than 0.3m, 0.3m, 0.9m, 1.2m, 1.5m, 1.8m, 3.0m, 4.6m, ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Home Automation,Security Cameras,Resolution,resolution_security,,,Dropdown,"5MP (2592 x 1944), 4MP (2688 x 1520), 3MP (2048 x 1536), 2MP (1920 x 1080), 1MP (1280 x 720)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Home Automation,Security Cameras,Signal Output,signal_output,,,Dropdown,"IP, Wi-Fi, Analog, HDMI, Cellular Cameras, No Signal Output ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Home Automation,Product Details,Works With,works_with,,,Multiple Select,"Amazon Alexa, Google Assistant, Apple Siri, None",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Home Automation,Security Cameras,Night Vision,night_vision,,,Dropdown,"True D/N, Digital D/N, D/N IR, No Night Vision, White Light",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Home Automation,Security Cameras,Power Input,power_input,,,Multiple Select,"Battery Operated, 12VDC, Standard PoE, High Voltage, Plug-in, USB Powered, Other",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Home Automation,GPS Devices,Resolution,resolution_gps,,,Multiple Select,"HD 1440, HD 1296, HD 1080, HD 720, Lower Resolution",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Home Automation,GPS Devices,Built-In GPS,built-in_gps,,,Multiple Select,"Yes, No, Optional",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Home Automation,GPS Devices,Features,features_gps,,,Multiple Select,"GPS Navigation, Built-in Wi-Fi, Built-in Screen, Dual Camera, None of the Above",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Home Automation,Product Details,Item Type,item_type_ha,,,Multiple Select,"Smart Speakers, Smart Displays, Car Navigation",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Home Automation,Fitness Trackers,Heart Rate Monitor,heart_rate_monitor,,,Dropdown,"Wrist-Based, Without Heart Monitor",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Home Automation,Product Details,Colour,colour_reader_case_home,,,Dropdown,"Black, Blue, Brown, Gold, Gray, Green, Pink, Purple, Red, Tan/Beige, White, Yellow",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,31,No,Yes,No,No,No
Home Automation,Product Details,Band Size,size_band,,,Dropdown,"Single Size, Small, Medium, Large",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Home Automation,Light Bulbs,Type of Light,type_of_light,,,Dropdown,"Lightstrip, Light Bulb, Light Fixture",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Home Automation,Light Bulbs,Communication Protocol,communication_protocol,,,Multiple Select,"ZigBee, Bluetooth, Wi-Fi, Non-Connected, Ethernet",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
